,epoch,pm10_wadow,pm10_piastow,pm10_krasinskiego,pm10_swoszowice,pm10_zloty_rog,pm10_kurdwanow,pm10_dietla,pm25_krasinskiego,pm25_kurdwanow
22066,1531036800,25.2543,29.8616,33.2884,,37.0762,35.2576,34.1454,20.869,16.6248
22067,1531040400,17.5894,16.9247,28.7653,,22.8554,23.0616,29.5999,16.877,12.0192
22068,1531044000,14.4285,14.8633,19.2548,,14.5575,28.3561,23.6766,10.8767,7.92232
22069,1531047600,25.5435,13.9815,18.5188,,12.8951,18.7073,21.9247,10.2453,8.14741
22070,1531051200,18.1369,12.8233,19.976,,17.9652,20.5729,19.2929,11.7913,4.02468
22071,1531054800,9.98656,10.4628,18.8272,,9.27809,20.2388,20.5756,10.4843,4.72777
22072,1531058400,15.7714,14.2644,16.5392,,15.1692,11.0549,17.3613,8.94367,4.86154
22073,1531062000,16.5978,17.0913,16.5734,,14.0946,18.1696,17.4325,9.386,4.78705
22074,1531065600,28.25,21.213,22.4668,,22.7786,12.1015,21.4064,11.7093,6.51401
22075,1531069200,19.9137,17.7434,25.4026,,19.1658,17.8987,21.7154,16.6676,11.7086
22076,1531072800,15.1206,13.22,27.3692,,24.0572,15.0609,18.1463,18.7106,10.6166
22077,1531076400,17.7857,15.2577,24.3588,,21.3974,13.9803,20.5333,16.8043,7.95778
22078,1531080000,14.7384,15.2998,25.3311,,23.0064,20.8749,20.2696,16.1066,7.6471
22079,1531083600,10.8026,15.0211,24.4936,,14.4121,29.6798,20.6528,17.2564,12.7489
22080,1531087200,13.3955,12.4778,27.0141,,18.5412,30.4025,21.7736,19.8673,17.6968
22081,1531090800,17.3932,15.4066,25.2575,,16.1198,25.2944,25.8517,20.94,14.7374
22082,1531094400,4.62632,12.7073,29.9695,,19.0944,25.5682,24.5774,25.2326,15.9472
22083,1531098000,10.5547,13.1385,28.8307,,14.9683,17.7345,25.8587,25.0037,16.6729
22084,1531101600,9.90392,15.5734,32.0751,,15.4374,27.7686,27.3336,28.4713,15.0835
22085,1531105200,7.86891,11.476,35.0989,,23.8021,20.6599,26.2234,30.8173,13.7476
22086,1531108800,14.1289,21.1817,40.7082,,34.0618,20.6558,27.5951,35.106,19.3255
22087,1531112400,23.3123,28.909,46.8997,,34.6387,24.1053,30.9053,37.1233,14.72
22088,1531116000,36.483,35.9876,42.3375,,38.0949,24.8566,29.0805,34.9084,15.3116
22089,1531119600,25.9671,38.3481,50.1572,,34.2626,22.5043,42.3772,37.3463,20.0945
22090,1531123200,28.5082,33.6944,51.2344,,30.6341,31.8568,50.2654,36.4144,17.9363
22091,1531126800,22.93,23.8845,32.1924,,23.1636,29.2309,38.8018,19.9223,12.134
22092,1531130400,16.0709,23.71,29.5677,,30.1291,19.7265,32.1136,18.1837,7.31101
22093,1531134000,26.091,24.1867,36.7467,,24.8453,24.5242,29.436,22.1906,6.53709
22094,1531137600,32.8365,25.6835,37.5146,,28.3291,25.9748,34.7726,22.857,11.9235
22095,1531141200,30.378,31.6013,39.9328,,36.3636,26.6773,50.2219,21.235,17.3712
22096,1531144800,37.3404,32.676,40.1048,,35.5864,29.6152,45.1823,20.7737,13.1634
22097,1531148400,34.9128,35.3772,30.9925,,24.5299,30.2847,45.2783,14.9663,12.9036
22098,1531152000,33.6319,26.862,21.9007,,23.6101,25.7799,34.9162,12.1477,13.8044
22099,1531155600,30.0164,28.3588,26.7615,,17.6593,18.7234,30.0513,14.472,8.55574
22100,1531159200,36.607,31.3696,31.9229,,23.7803,30.3903,37.586,15.7133,17.5523
22101,1531162800,37.485,28.7022,37.7092,,33.8105,30.5511,40.0273,19.0714,20.1422
22102,1531166400,44.0962,27.8276,47.7061,,40.2162,39.7161,44.5513,27.7294,23.6053
22103,1531170000,34.5203,27.2189,57.1465,,37.0608,44.9268,39.0198,34.6303,27.6795
22104,1531173600,33.6319,30.3968,47.6957,,31.4379,33.738,42.4423,33.108,26.6993
22105,1531177200,24.9857,27.36,47.8693,,31.0497,32.9699,43.8312,37.2953,24.9
22106,1531180800,26.6488,25.8888,49.0942,,25.6874,24.9892,38.1565,38.695,22.1241
22107,1531184400,24.8927,29.1425,46.2763,,28.3658,24.8712,36.021,37.6114,18.4153
22108,1531188000,26.215,24.0918,43.8506,,27.14,27.4193,38.6221,36.22,23.0219
22109,1531191600,27.9711,27.05,45.0419,,31.0138,29.8421,28.9273,37.406,21.9314
22110,1531195200,26.6902,29.1709,53.9064,,39.2842,24.5587,33.8924,42.0227,21.4361
22111,1531198800,26.1117,38.3612,58.5621,,47.2317,27.4006,51.8548,47.98,23.7533
22112,1531202400,62.0911,39.39,54.5676,,42.1027,34.8837,50.3551,43.0193,22.0102
22113,1531206000,84.6311,,47.3956,,,25.8182,40.4663,31.2866,15.5604
22114,1531209600,71.2848,36.18,43.6719,,36.6466,29.7299,39.3003,26.7853,15.3868
22115,1531213200,59.4776,36.9939,42.8694,,42.0184,24.5571,35.5533,22.886,10.9827
22116,1531216800,33.3324,49.699,41.2885,,30.4671,25.656,38.0467,19.8703,11.2092
22117,1531220400,18.4055,38.4078,39.2138,,28.0236,19.9361,31.7519,18.5186,10.2246
22118,1531224000,17.2279,25.1026,29.7565,,21.9327,21.4768,28.2706,15.4733,10.1666
22119,1531227600,15.7197,21.9488,27.9874,,22.6339,17.9139,25.9332,13.1977,11.7949
22120,1531231200,14.728,14.629,24.3036,,22.8982,16.208,23.8886,11.2127,8.89071
22121,1531234800,16.1639,34.9012,50.4314,,63.7251,40.1579,57.0062,17.237,10.9126
22122,1531238400,36.8136,24.1632,31.7797,,33.5664,23.8879,25.4171,19.633,12.5246
22123,1531242000,10.2758,15.0756,23.0856,,17.2944,19.2236,21.7996,18.6943,9.74032
22124,1531245600,13.9223,19.4057,23.9788,,15.2067,18.2435,21.4757,19.8926,5.963
22125,1531249200,20.5748,19.1211,28.5972,,12.2804,14.071,17.8318,23.6045,12.7789
22126,1531252800,15.8747,14.4036,26.4371,,15.5615,18.8508,17.6052,23.2268,13.7912
22127,1531256400,15.2342,10.6523,30.9293,,18.5669,23.6828,25.5953,24.7909,18.1293
22128,1531260000,9.41118,11.1702,37.5636,,22.0094,23.4347,22.7058,28.8367,11.3072
22129,1531263600,20.8227,14.4023,41.8947,,21.2771,21.8128,28.5682,34.6068,18.5924
22130,1531267200,26.1144,26.9669,27.0756,,21.5953,22.0456,28.9689,23.2766,10.3967
22131,1531270800,30.0506,21.322,24.7533,,21.842,18.5191,22.0445,21.1775,11.668
22132,1531274400,21.7602,21.814,31.1058,,21.7511,19.798,25.2624,24.6097,12.8177
22133,1531278000,26.3781,23.842,31.0488,,23.736,23.2227,25.2989,24.3443,9.57485
22134,1531281600,25.6964,26.4856,30.4051,,20.3989,20.3183,24.8068,26.4471,13.9367
22135,1531285200,20.1057,19.9711,41.5237,,21.221,25.1163,23.2916,31.5216,15.0879
22136,1531288800,23.2601,20.8522,44.4168,,29.2372,31.7276,47.5613,32.4549,15.8946
22137,1531292400,23.4146,20.9795,45.7339,,34.3258,36.2397,47.2436,34.8652,25.3187
22138,1531296000,31.996,35.8478,44.693,,38.9022,33.4361,52.7356,35.3064,25.6361
22139,1531299600,37.6775,37.76,32.2256,,34.042,30.1153,40.2024,25.2909,15.1595
22140,1531303200,35.6958,32.3767,27.0769,,34.9174,25.9489,34.2874,20.3478,11.7533
22141,1531306800,21.9784,25.233,24.8854,,30.075,27.1711,28.4818,17.5892,10.9791
22142,1531310400,18.2876,20.327,31.2656,,32.2468,23.8608,35.0266,22.122,14.0722
22143,1531314000,19.5785,30.7305,36.3339,,42.1209,30.5484,45.3466,26.7579,17.8736
22144,1531317600,45.1043,39.628,37.3795,,34.6814,29.7974,34.738,29.5601,17.2274
22145,1531321200,24.7782,32.9767,41.9414,,31.9527,30.3577,32.8604,34.9475,19.8948
22146,1531324800,25.0236,28.4601,35.6261,,36.7249,28.9871,26.2992,31.8318,14.3678
22147,1531328400,27.8235,25.5611,37.7681,,24.1564,25.2634,25.7429,32.7483,16.6871
22148,1531332000,20.5421,22.2178,33.5303,,22.8214,22.1671,25.8295,30.1142,14.4737
22149,1531335600,23.3146,24.0044,31.3176,,23.9956,16.9834,22.8142,28.5337,12.9888
22150,1531339200,24.9872,28.6538,30.5228,,23.8313,20.2421,23.1192,27.6835,9.93375
22151,1531342800,26.5236,22.9522,32.4784,,18.702,28.392,21.7786,28.9668,23.8077
22152,1531346400,20.9875,26.3862,30.0976,,22.7204,23.604,28.8407,29.0384,19.6174
22153,1531350000,16.3786,24.3766,30.4436,,21.5716,23.688,19.2165,28.9765,19.7406
22154,1531353600,19.9694,24.08,30.2847,,21.2937,15.9013,20.208,28.9815,13.3352
22155,1531357200,31.1414,21.9805,27.4719,,20.4305,22.2264,19.6502,25.7491,20.5502
22156,1531360800,25.3509,23.3489,29.5964,,27.8881,19.8909,22.9134,24.7211,16.4052
22157,1531364400,34.5685,24.3665,29.8914,,24.49,23.6562,21.2854,25.2549,21.3671
22158,1531368000,24.9509,18.9044,30.96,,26.2753,24.0668,24.9988,25.0672,22.7421
22159,1531371600,16.5695,18.532,31.0297,,20.7116,24.097,30.103,24.3104,20.403
22160,1531375200,22.6056,18.9865,35.0739,,27.4999,25.6118,37.327,26.4518,21.1787
22161,1531378800,13.1516,19.6035,25.6594,,23.1036,29.3875,36.2046,19.2981,25.871
22162,1531382400,18.0968,17.409,22.5608,,20.8308,16.2469,29.3341,13.9151,12.0617
22163,1531386000,15.5605,15.3667,17.757,,22.226,18.3756,20.2297,9.45022,10.9389
22164,1531389600,12.7152,15.933,17.4828,,16.2881,18.0957,22.1826,9.37978,5.82807
22165,1531393200,9.3881,17.0632,14.6073,,16.3619,14.353,22.7578,8.47464,4.19747
22166,1531396800,10.6336,16.8491,14.66,,15.1357,16.8932,20.4343,8.34028,5.20095
22167,1531400400,7.74641,11.6367,12.5914,,13.0178,15.7323,14.8547,6.89729,6.00276
22168,1531404000,7.58824,13.9508,13.1289,,12.478,7.9615,15.7895,6.62895,3
22169,1531407600,17.2513,15.1256,12.1168,,11.1632,10.1207,17.03,6.5366,3
22170,1531411200,10.379,14.3982,12.6687,,17.3714,12.4108,18.093,7.15958,4.77287
22171,1531414800,11.1517,17.2862,13.9338,,24.7231,11.5812,19.7546,7.53011,4.81343
22172,1531418400,15.5696,15.9258,18.3397,,15.3973,18.7081,18.18,12.382,3.41248
22173,1531422000,13.9242,16.611,18.6295,,15.5964,14.6573,32.0869,13.2096,4.98294
22174,1531425600,20.4693,14.4987,16.7161,,18.8074,16.6461,16.9793,12.2172,11.6902
22175,1531429200,19.6421,19.4893,17.9147,,15.7932,21.4861,23.3364,13.115,12.4833
22176,1531432800,12.1607,15.4109,16.6746,,10.9443,14.7118,20.0887,12.765,7.9856
22177,1531436400,11.2699,10.1744,10.1464,,7.99834,11.2798,8.47067,8.30494,6.42208
22178,1531440000,9.60783,9.32832,13.8834,,7.30523,9.96952,6.08011,10.1793,4.5
22179,1531443600,10.4751,6.16802,16.8073,,9.2586,9.53403,14.3261,12.1287,4.5
22180,1531447200,16,7.61808,17.2168,,19.421,10.1013,6.92641,12.77,5.5735
22181,1531450800,12.3422,10.6454,20.7289,,11.6725,9.54117,7.91773,15.4633,9.1565
22182,1531454400,8.33188,10.6431,24.9777,,14.2888,10.0619,8.37016,18.712,6.02214
22183,1531458000,11.2098,7.07094,21.3851,,11.3546,12.2726,7.18336,16.4013,7.53192
22184,1531461600,12.6089,4.60856,17.8602,,8.40109,11.9454,10.6274,13.3993,7.14307
22185,1531465200,5.10147,9.03806,23.2207,,7.46649,9.97309,13.7971,18.5697,4.5
22186,1531468800,18.1214,18.1874,33.6315,,20.8349,10.4449,19.7572,24.2073,6.3332
22187,1531472400,21.787,10.1192,34.6315,,25.0302,22.5187,22.1625,23.751,21.0394
22188,1531476000,14.9081,16.156,31.2933,,29.1478,13.9988,22.7129,18.7317,12.5878
22189,1531479600,14.4761,15.4324,26.87,,15.3999,20.1113,16.6216,14.8737,14.1671
22190,1531483200,18.6361,14.2906,23.49,,18.8359,12.2146,13.6606,13.5677,9.86754
22191,1531486800,16.2028,20.8512,24.4949,,20.841,13.9002,18.8345,13.7317,5.11734
22192,1531490400,19.9152,18.7585,25.0775,,16.3823,24.4781,14.3626,12.412,7.62378
22193,1531494000,13.8942,17.6611,24.3145,,19.3814,17.8448,14.0059,11.7353,11.1161
22194,1531497600,22.2705,17.3444,27.7181,,21.4302,19.8047,19.5434,12.0597,15.2535
22195,1531501200,10.9025,22.3865,28.1211,,11.2576,12.7373,20.9084,12.048,10.2273
22196,1531504800,8.44264,10.5196,17.4498,,13.5154,11.7121,7.44237,12.802,10.3484
22197,1531508400,12.2283,13.3157,20.7012,,12.7361,12.2323,10.5837,14.019,7.87866
22198,1531512000,17.8407,13.3427,27.6744,,12.3912,12.2252,11.4701,16.8297,4.5
22199,1531515600,14.8145,13.2729,24.7067,,16.6201,13.9876,15.3947,15.464,7.25616
22200,1531519200,21.6777,12.3533,25.0868,,19.0751,16.875,19.4083,15.881,8.99382
22201,1531522800,21.865,11.9637,32.1829,,17.4196,18.7487,18.384,20.092,4.5
22202,1531526400,18.6185,13.932,30.1903,,18.3632,14.002,23.0673,22.1567,4.5
22203,1531530000,13.8943,21.0139,27.7719,,18.2835,22.0142,16.5343,21.3643,4.72018
22204,1531533600,16.3711,18.7575,26.5514,,19.475,19.2735,17.7588,20.0733,13.5703
22205,1531537200,16.0041,14.0842,29.6666,,14.8491,21.1792,18.0524,22.7,9.89733
22206,1531540800,14.6625,21.2414,34.0119,,20.6054,21.5991,22.7165,25.2383,5.33745
22207,1531544400,19.1459,28.2034,36.8936,,22.9626,23.405,23.62,27.4382,7.03638
22208,1531548000,27.7685,23.4947,35.4941,,27.9452,15.2919,21.6293,26.0092,4.86633
22209,1531551600,20.7741,18.7077,29.9493,,23.5541,18.7797,14.754,22.1662,6.83115
22210,1531555200,18.0222,16.8576,30.8226,,22.8011,16.4448,21.4806,21.9737,6.51014
22211,1531558800,19.4784,16.0125,25.8052,,20.9754,17.0429,26.5484,18.663,8.56674
22212,1531562400,19.6733,22.7266,31.4759,,26.8032,23.9981,25.2973,19.4503,16.8594
22213,1531566000,27.9176,20.4768,31.3236,,25.2427,24.5226,25.5585,18.7687,13.5681
22214,1531569600,18.3547,17.1278,31.6753,,23.0859,18.2872,25.3273,18.122,8.68141
22215,1531573200,7.21864,14.9898,28.0638,,30.5047,22.2461,21.1378,13.6254,12.0646
22216,1531576800,16.8527,26.0037,27.7867,,26.1503,22.7372,29.0698,11.4723,7.8066
22217,1531580400,19.4899,23.4396,31.9601,,32.4237,7.6549,26.6271,13.2597,6.0184
22218,1531584000,9.4798,13.99,24.8394,,11.1361,11.1494,11.5963,14.5157,8.7676
22219,1531587600,8.79755,17.6884,28.213,,18.9124,15.6711,18.6077,14.8599,5.03546
22220,1531591200,16.7953,13.1753,18.8739,,12.2112,16.5427,16.9835,11.3105,4.5
22221,1531594800,6.24058,9.64374,18.784,,16.9373,18.7299,15.6943,10.792,4.5
22222,1531598400,16.199,11.0264,21.9775,,17.1001,12.4595,18.3807,14.4263,7.44798
22223,1531602000,21.5653,19.2651,24.1951,,17.3588,18.4878,21.5193,17.5077,9.91227
22224,1531605600,18.9625,23.7705,26.0295,,23.4044,21.5298,23.9622,19.5362,17.628
22225,1531609200,23.9158,19.62,32.6872,,22.2406,21.8673,24.9067,25.34,19.1763
22226,1531612800,21.2566,19.1212,30.238,,28.1084,18.8297,26.4513,24.3217,14.6944
22227,1531616400,15.699,14.6314,33.811,,23.6771,21.4807,21.3321,26.6907,14.1621
22228,1531620000,16.4945,22.4741,32.6578,,20.2422,22.0842,25.0527,25.8623,20.2882
22229,1531623600,14.3252,26.7966,29.4577,,23.9571,18.7593,23.8122,22.8707,17.6478
22230,1531627200,15.854,26.7079,33.4847,,24.7494,17.5413,21.3529,25.2663,16.5883
22231,1531630800,19.4488,26.0892,38.203,,21.8315,25.9506,24.149,28.9797,22.6592
22232,1531634400,18.1989,30.9022,39.3208,,29.1841,25.0041,28.1921,30.4153,20.0589
22233,1531638000,13.7054,26.8541,36.0754,,29.0716,27.076,26.7384,27.2867,17.0677
22234,1531641600,20.864,19.9167,34.1771,,26.9852,24.8809,24.0632,26.3763,23.5961
22235,1531645200,17.5171,15.5376,32.6455,,28.3717,25.3066,26.0347,23.6317,13.9313
22236,1531648800,19.0873,18.1894,27.4136,,18.4091,20.3312,21.8757,19.6027,9.87229
22237,1531652400,14.3355,8.48936,21.6339,,17.211,24.0901,18.6214,14.8497,12.7388
22238,1531659600,8.90398,12.2714,24.1812,,10.6092,12.1987,17.7746,12.2803,3.9
22239,1531663200,6.43511,15.8041,21.8091,,19.4903,12.8195,17.4528,11.3957,3.9
22240,1531666800,12.3625,18.5757,21.1506,,16.61,14.6456,15.9207,10.9277,3.9
22241,1531670400,13.9016,13.1421,19.3284,,11.4824,19.7676,15.9299,9.19567,3.9
22242,1531674000,11.0609,12.4173,19.7251,,20.9365,17.7977,16.4043,9.82467,3.9
22243,1531677600,13.664,14.4105,23.2976,,18.0062,22.32,25.5172,12.0313,3.9
22244,1531681200,9.07752,17.3055,26.142,,19.0474,22.5094,20.3695,13.4553,11.6496
22245,1531684800,10.5237,11.3727,20.5931,,14.5679,16.0601,14.8452,11.592,7.73219
22246,1531688400,8.73766,7.7467,17.0852,,10.6482,13.1987,13.4179,10.141,8.17389
22247,1531692000,5.14282,9.79634,16.0043,,7.45227,11.9036,8.37342,10.2227,3.9
22248,1531695600,8.12406,12.557,18.6366,,4.53002,15.4865,8.66695,13.742,3.9
22249,1531656000,,13.4327,20.4428,,14.0419,19.9106,17.717,12.539,8.32001
22250,1531699200,8.60027,10.6197,17.9344,,10.0109,13.9182,9.3382,13.687,3.9
22251,1531702800,4.64595,15.7941,19.7413,,15.7718,11.0271,9.95949,15.8613,3.9
22252,1531706400,7.37307,12.4704,20.8747,,16.0437,13.4602,7.65237,16.896,3.9
22253,1531710000,14.0566,13.9146,31.288,,19.0303,18.7334,16.8586,23.5963,5.64164
22254,1531713600,12.3625,16.5492,44.1807,,32.4489,21.1089,23.2379,33.3777,16.3661
22255,1531717200,13.4161,28.0047,43.8063,,40.6253,23.5818,29.8426,33.0547,18.1186
22256,1531720800,32.7435,29.1187,40.3663,,34.3359,29.5803,29.0746,29.3727,16.5554
22257,1531724400,27.7025,30.095,41.049,,39.0629,24.1595,34.511,29.2937,23.6518
22258,1531728000,26.5249,35.799,47.0653,,33.6844,25.4228,32.5285,30.103,13.2868
22259,1531731600,27.217,38.8832,46.319,,37.4582,29.6528,29.1522,27.331,28.2408
22260,1531735200,21.6595,28.3324,42.2467,,38.1383,25.8443,35.1646,24.2603,15.6051
22261,1531738800,11.2675,14.0081,34.1101,,31.632,34.3655,26.2768,18.632,14.0456
22262,1531742400,18.9943,22.128,37.3561,,27.8104,24.1774,21.5367,20.3177,12.4925
22263,1531746000,11.2985,23.612,31.8137,,34.2356,15.6978,22.3333,26.506,11.324
22264,1531749600,21.0913,19.0971,31.5775,,27.1377,16.4307,,24.335,14.2728
22265,1531753200,14.1392,16.734,38.2626,,22.5849,15.2576,,30.4937,13.3173
22266,1531756800,13.85,13.4316,31.8778,,23.6255,18.2113,,23.866,13.261
22267,1531760400,7.48567,10.0411,36.5522,,21.6459,20.6388,,25.2757,10.546
22268,1531764000,5.98782,19.4126,37.7573,,23.2931,23.1557,,26.008,14.5376
22269,1531767600,15.2032,23.7875,39.2841,,34.7025,31.9704,,27.13,12.4212
22270,1531771200,19.6141,22.5797,37.6413,,31.5577,37.7734,,27.037,17.0712
22271,1531774800,13.6021,20.2368,35.2559,,20.5915,25.9465,,25.662,11.6105
22272,1531778400,13.6124,16.2202,35.2553,,20.296,21.9494,,27.373,9.67022
22273,1531782000,12.91,16.884,33.5397,,23.15,22.3823,,28.8387,10.093
22274,1531785600,19.415,16.5022,31.4534,,21.0207,23.9319,,27.7945,6.15356
22275,1531789200,20.6236,24.8652,35.9845,,28.1695,18.5657,,30.872,17.8754
22276,1531792800,17.9916,25.5191,39.0629,,28.4383,16.7052,,31.0573,15.3844
22277,1531796400,30.1582,20.1644,41.5423,,28.2433,23.9471,,32.4226,16.6752
22278,1531800000,27.8349,19.4282,42.1309,,28.3077,24.9476,,32.471,17.4985
22279,1531803600,21.98,27.6333,37.6848,,29.1795,27.003,,30.6773,14.0521
22280,1531807200,28.3587,21.3434,34.5578,,21.4902,26.0842,,30.1927,14.5023
22281,1531810800,14.5538,18.4065,40.7879,,24.5045,23.8386,,35.5552,14.0449
22282,1531814400,23.5646,19.5174,35.0012,,17.4609,18.0837,,31.4166,13.8021
22283,1531818000,35.2075,15.9672,32.198,,21.2596,21.1923,,30.0318,12.6059
22284,1531821600,16.6352,17.3892,25.3626,,16.2494,18.218,,23.1162,10.5101
22285,1531825200,13.9763,4.06525,15.6831,,10.25,6.0667,7.5996,14.4031,6.20862
22286,1531828800,6.75147,3,10.0264,,5.41819,8.42324,10.9341,9.60393,3.9
22287,1531832400,6.28818,3,8.70339,,3.33,7.83055,8.60653,8.05968,3.9
22288,1531836000,3.9,3,9.4214,,4.27987,3.83038,7.72783,9.13152,3.9
22289,1531839600,4.15162,8.28891,15.0717,,5.07152,4.8233,7.99227,13.9107,3.9
22290,1531843200,3.9,13.0544,17.4578,,8.743,6.67482,9.38806,16.5274,3.9
22291,1531846800,4.58537,11.1955,19.5454,,11.6351,8.32958,11.2037,18.3874,3.9
22292,1531850400,11.0192,8.16331,23.5497,,11.1545,13.2247,11.0529,21.9551,5.50386
22293,1531854000,14.9431,17.4699,26.3114,,10.794,20.3602,8.69841,24.643,17.3549
22294,1531857600,26.6936,11.4945,29.8413,,25.0281,20.8144,17.464,27.7759,17.6059
22295,1531861200,9.54604,12.4762,21.0293,,16.576,16.2399,9.71046,20.0294,13.2755
22296,1531864800,10.4767,8.30755,15.3976,,8.66716,14.7205,9.54966,14.3567,3.9
22297,1531868400,7.98425,5.17767,12.3972,,4.44088,11.1047,5.98574,11.4066,3.9
22298,1531872000,19.5045,9.27089,18.2704,,6.93853,9.353,4.81257,15.2183,4.5
22299,1531875600,14.1884,11.7706,19.1098,,11.5483,10.0009,8.14577,16.01,4.5
22300,1531879200,9.06242,8.17656,10.0762,,9.3653,10.181,7.35939,8.24067,4.5
22301,1531882800,7.80803,7.72802,20.4487,,14.9638,10.457,9.85873,16.9083,4.70565
22302,1531886400,9.40711,8.62813,35.3882,,19.7059,13.4178,14.8486,28.3287,6.33501
22303,1531890000,23.3956,12.8786,27.6851,,14.0877,12.8112,5.65147,22.4137,7.77916
22304,1531893600,13.4048,13.5647,25.0686,,16.5643,8.42617,13.3747,21.0643,8.2066
22305,1531897200,8.65377,10.4259,18.5587,,16.2969,6.78187,14.7166,14.3347,4.5
22306,1531900800,9.9668,7.98155,15.4989,,9.7821,7.96352,4.89083,11.5413,4.5
22307,1531904400,5.43606,35.1944,12.1444,,4.83313,8.02923,8.32491,9.307,4.5
22308,1531908000,9.60611,14.9634,19.7219,,10.19,8.32098,10.2939,13.7907,4.5
22309,1531911600,14.6077,19.9398,24.6905,,15.9398,11.144,20.4084,16.4393,4.5
22310,1531915200,11.9816,16.7978,22.0522,,11.8523,9.24301,16.8417,16.2527,4.5
22311,1531918800,11.3917,10.7319,28.6488,,11.8879,10.7503,13.4383,21.1727,5.82987
22312,1531922400,18.2963,11.873,31.8594,,14.6019,15.4746,21.0883,24.1343,7.23135
22313,1531926000,19.5578,26.3894,38.3684,,30.6642,21.6274,22.4386,27.356,18.5567
22314,1531929600,30.6091,33.4217,39.5927,,33.4112,30.078,21.4169,28.8903,21.0204
22315,1531933200,27.8729,12.342,30.6065,,21.5741,19.5192,16.677,23.8053,17.2917
22316,1531936800,5.16,5.42329,9.39087,,11.2291,8.64913,3,8.031,4.5
22317,1531940400,5.16,3.96,5.76406,,4.26,6.62469,3,4.39,4.5
22318,1531944000,5.16,3.96,7.76495,,4.26,3,3,5.91667,3
22319,1531947600,3,3.96,7.22598,,4.26,3,4.4941,5.33267,3
22320,1531951200,3,4.89707,8.10194,,4.26,3,3.30981,6.40567,3
22321,1531954800,5.16,8.75462,11.0568,,4.26,3.40673,3.45871,9.21133,3
22322,1531958400,6.31309,9.63549,11.81,,3.36,9.5184,5.11875,11.3383,3.72
22323,1531962000,13.6955,8.21744,14.703,,10.9888,10.1188,5.14252,14.4467,3.72
22324,1531965600,20.1851,7.79975,14.2667,,7.70961,10.6957,5.25625,13.6157,3.72
22325,1531969200,13.5223,6.44342,15.5748,,7.59498,14.3583,3.69977,15.1417,3.86634
22326,1531972800,10.2842,3.96,16.4856,,6.81901,14.7756,6.74878,16.169,6.38376
22327,1531976400,7.62434,3.96,14.8011,,6.01842,12.3919,9.89119,14.7013,4.36536
22328,1531980000,3.87,4.46848,17.7794,,5.55911,13.9174,13.0412,17.324,8.11284
22329,1531983600,3.87,5.19028,20.4799,,4.91856,19.2938,11.1171,18.4973,4.17351
22330,1531987200,5.90132,5.8783,23.045,,12.1045,18.0988,18.65,19.6307,3.8545
22331,1531990800,4.25961,3.96,34.7536,,14.6642,22.1714,24.7067,31.5733,11.9026
22332,1531994400,3.87,6.6814,40.3248,,26.6245,26.4531,26.0297,36.7573,24.0664
22333,1531998000,9.86306,19.2676,34.7206,,21.1176,30.2176,25.2405,31.3027,19.3709
22334,1532001600,8.65709,13.308,40.0165,,25.392,29.1189,15.1505,36.209,26.9153
22335,1532005200,13.7355,20.1028,48.1992,,27.4054,42.2327,32.6331,43.1993,35.2661
22336,1532008800,20.4517,24.6169,50.3623,,29.299,42.1747,40.6439,43.7037,34.8131
22337,1532012400,17.3201,17.1341,43.0894,,30.7664,38.6549,29.1716,37.7827,25.6741
22338,1532016000,18.9191,24.0449,41.1333,,35.5402,33.7842,22.2153,34.5987,24.2006
22339,1532019600,29.8463,30.4207,43.5016,,37.6406,23.1909,28.9593,37.283,14.2398
22340,1532023200,25.1556,34.0788,42.3182,,32.3494,32.8852,24.1655,38.1643,23.5094
22341,1532026800,21.1312,30.8636,34.5599,,26.2164,18.8486,25.7309,31.2623,16.2376
22342,1532030400,27.6208,33.4224,37.0944,,25.8367,22.836,18.5271,33.2927,10.2733
22343,1532034000,22.304,24.9538,40.1668,,21.714,19.3839,23.2737,37.4287,6.60262
22344,1532037600,21.5577,26.0299,37.5983,,22.7975,17.1301,20.1241,32.7073,7.41508
22345,1532041200,20.5849,23.5488,36.2905,,25.9076,16.186,18.2089,33.248,5.09052
22346,1532044800,17.4345,24.9695,40.9521,,23.5945,21.0163,16.4171,38.5053,8.58233
22347,1532048400,20.4715,23.2989,33.8189,,17.6779,12.2002,15.5658,31.8227,6.02392
22348,1532052000,22.6615,16.2754,27.5086,,17.0081,11.6657,10.9344,24.0747,4.21124
22349,1532055600,14.7177,14.67,35.7634,,19.5965,18.0284,16.1253,32.3417,11.8011
22350,1532059200,10.4514,15.4121,40.3327,,12.9587,15.057,14.6337,39.064,8.58952
22351,1532062800,11.6394,12.191,36.1414,,17.5628,19.6362,14.4729,35.2697,7.21462
22352,1532066400,17.8477,20.9613,45.4312,,22.3907,31.1755,27.2691,43.6703,11.0681
22353,1532095200,27.6302,31.4494,52.4862,,39.6348,29.0531,33.084,35.0827,15.8923
22354,1532098800,18.3332,26.7039,37.0376,,27.885,31.152,34.0742,25.387,18.4163
22355,1532102400,17.2899,19.9252,28.9645,,34.8479,24.3278,27.5241,20.557,14.5932
22356,1532106000,13.1062,23.3414,28.8127,,33.3019,27.6189,28.5745,20.2873,23.9938
22357,1532109600,18.891,26.4395,33.722,,28.0022,31.0867,29.1551,24.572,24.372
22358,1532113200,16.2155,29.6537,42.1551,,35.8307,39.5558,39.574,28.6497,26.3349
